theta,theta_pp,ci_low,ci_high,se,p_value,n,n_treated,boot_n,cohort,t_col,y_col,label,naive_pp
0.0940393719084913,9.403937190849131,8.927904712958194,9.879969668740069,0.0024287817615314417,0.0,255742,35871,1000,MIMIC-IV,T_fq_90d,Y_fq_resistant,FQ,10.716086948102427
0.04018987845537072,4.018987845537072,3.675600417486898,4.362375273587245,0.0017520088672994508,1.8838411129216776e-116,255742,33475,1000,MIMIC-IV,T_ceph3_90d,Y_ceph3_resistant,Ceph3,5.234086987931976
0.04864547278549107,4.864547278549107,4.47121611072095,5.257878446377264,0.002006828548538154,8.43501682564105e-130,255742,15292,1000,MIMIC-IV,T_carb_90d,Y_carb_resistant,Carb/CRE,5.741553120465174
0.03646104419081251,3.646104419081251,3.4417582777039666,3.8504505604585355,0.0010426015120131827,6.163514895343582e-268,255742,62869,1000,MIMIC-IV,T_glyco_90d,Y_glyco_resistant,Glyco/VRE,4.492990339714349
0.043731138588132934,4.373113858813293,3.947721806973238,4.798505910653349,0.002170407493175862,2.756342743439142e-90,255742,33222,1000,MIMIC-IV,T_esp_90d,Y_esp_resistant,ESP,2.7290471945126487
0.07000052782924494,7.000052782924494,6.139793842816492,7.8603117230324955,0.004389156876828422,2.917589710909262e-57,255742,5969,1000,MIMIC-IV,T_amino_90d,Y_amino_resistant,Amino,7.683714691982034
